grid_id,center_lat,center_lon,min_lat,max_lat,min_lon,max_lon
VN_15.96_106.00,15.965,106.005,15.92,16.01,105.96,106.05
VN_15.96_106.09,15.965,106.095,15.92,16.01,106.05,106.14
VN_15.96_106.19,15.965,106.185,15.92,16.01,106.14,106.23
VN_15.96_106.28,15.965,106.275,15.92,16.01,106.23,106.32
VN_15.96_106.36,15.965,106.365,15.92,16.01,106.32,106.41
VN_15.96_106.45,15.965,106.455,15.92,16.01,106.41,106.5
VN_15.96_106.55,15.965,106.545,15.92,16.01,106.5,106.59
VN_15.96_106.64,15.965,106.635,15.92,16.01,106.59,106.68
VN_15.96_106.72,15.965,106.725,15.92,16.01,106.68,106.77
VN_15.96_106.81,15.965,106.815,15.92,16.01,106.77,106.86
VN_15.96_106.91,15.965,106.905,15.92,16.01,106.86,106.95
VN_15.96_107.00,15.965,106.995,15.92,16.01,106.95,107.04
VN_15.96_107.08,15.965,107.085,15.92,16.01,107.04,107.13
VN_15.96_107.17,15.965,107.175,15.92,16.01,107.13,107.22
VN_15.96_107.27,15.965,107.265,15.92,16.01,107.22,107.31
VN_15.96_107.36,15.965,107.355,15.92,16.01,107.31,107.4
VN_15.96_107.44,15.965,107.445,15.92,16.01,107.4,107.49
VN_15.96_107.53,15.965,107.535,15.92,16.01,107.49,107.58
VN_15.96_107.62,15.965,107.625,15.92,16.01,107.58,107.67
VN_15.96_107.72,15.965,107.715,15.92,16.01,107.67,107.76
VN_15.96_107.81,15.965,107.805,15.92,16.01,107.76,107.85
VN_15.96_107.89,15.965,107.895,15.92,16.01,107.85,107.94
VN_15.96_107.98,15.965,107.985,15.92,16.01,107.94,108.03
VN_15.96_108.08,15.965,108.075,15.92,16.01,108.03,108.12
VN_15.96_108.17,15.965,108.165,15.92,16.01,108.12,108.21
VN_15.96_108.25,15.965,108.255,15.92,16.01,108.21,108.3
VN_15.96_108.34,15.965,108.345,15.92,16.01,108.3,108.39
VN_15.96_108.44,15.965,108.435,15.92,16.01,108.39,108.48
VN_15.96_108.53,15.965,108.525,15.92,16.01,108.48,108.57
VN_15.96_108.61,15.965,108.615,15.92,16.01,108.57,108.66
VN_15.96_108.70,15.965,108.705,15.92,16.01,108.66,108.75
VN_15.96_108.80,15.965,108.795,15.92,16.01,108.75,108.84
VN_15.96_108.89,15.965,108.885,15.92,16.01,108.84,108.93
VN_15.96_108.97,15.965,108.975,15.92,16.01,108.93,109.02
VN_15.96_109.06,15.965,109.065,15.92,16.01,109.02,109.11
VN_15.96_109.16,15.965,109.155,15.92,16.01,109.11,109.2
VN_15.96_109.25,15.965,109.245,15.92,16.01,109.2,109.29
VN_15.96_109.33,15.965,109.335,15.92,16.01,109.29,109.38
VN_15.96_109.42,15.965,109.425,15.92,16.01,109.38,109.47
VN_15.96_109.52,15.965,109.515,15.92,16.01,109.47,109.56
VN_15.96_109.61,15.965,109.605,15.92,16.01,109.56,109.65
VN_15.96_109.69,15.965,109.695,15.92,16.01,109.65,109.74
VN_15.96_109.78,15.965,109.785,15.92,16.01,109.74,109.83
VN_15.96_109.88,15.965,109.875,15.92,16.01,109.83,109.92
VN_15.96_109.97,15.965,109.965,15.92,16.01,109.92,110.01
VN_16.05_102.05,16.055,102.045,16.01,16.1,102.0,102.09
VN_16.05_102.14,16.055,102.135,16.01,16.1,102.09,102.18
VN_16.05_102.22,16.055,102.225,16.01,16.1,102.18,102.27
VN_16.05_102.31,16.055,102.315,16.01,16.1,102.27,102.36
VN_16.05_102.41,16.055,102.405,16.01,16.1,102.36,102.45
VN_16.05_102.50,16.055,102.495,16.01,16.1,102.45,102.54
VN_16.05_102.58,16.055,102.585,16.01,16.1,102.54,102.63
VN_16.05_102.67,16.055,102.675,16.01,16.1,102.63,102.72
VN_16.05_102.77,16.055,102.765,16.01,16.1,102.72,102.81
VN_16.05_102.86,16.055,102.855,16.01,16.1,102.81,102.9
VN_16.05_102.94,16.055,102.945,16.01,16.1,102.9,102.99
VN_16.05_103.03,16.055,103.035,16.01,16.1,102.99,103.08
VN_16.05_103.12,16.055,103.125,16.01,16.1,103.08,103.17
VN_16.05_103.22,16.055,103.215,16.01,16.1,103.17,103.26
VN_16.05_103.31,16.055,103.305,16.01,16.1,103.26,103.35
VN_16.05_103.39,16.055,103.395,16.01,16.1,103.35,103.44
VN_16.05_103.48,16.055,103.485,16.01,16.1,103.44,103.53
VN_16.05_103.58,16.055,103.575,16.01,16.1,103.53,103.62
VN_16.05_103.67,16.055,103.665,16.01,16.1,103.62,103.71
VN_16.05_103.75,16.055,103.755,16.01,16.1,103.71,103.8
VN_16.05_103.84,16.055,103.845,16.01,16.1,103.8,103.89
VN_16.05_103.94,16.055,103.935,16.01,16.1,103.89,103.98
VN_16.05_104.03,16.055,104.025,16.01,16.1,103.98,104.07
VN_16.05_104.11,16.055,104.115,16.01,16.1,104.07,104.16
VN_16.05_104.20,16.055,104.205,16.01,16.1,104.16,104.25
VN_16.05_104.30,16.055,104.295,16.01,16.1,104.25,104.34
VN_16.05_104.39,16.055,104.385,16.01,16.1,104.34,104.43
VN_16.05_104.47,16.055,104.475,16.01,16.1,104.43,104.52
VN_16.05_104.56,16.055,104.565,16.01,16.1,104.52,104.61
VN_16.05_104.66,16.055,104.655,16.01,16.1,104.61,104.7
VN_16.05_104.75,16.055,104.745,16.01,16.1,104.7,104.79
VN_16.05_104.83,16.055,104.835,16.01,16.1,104.79,104.88
VN_16.05_104.92,16.055,104.925,16.01,16.1,104.88,104.97
VN_16.05_105.02,16.055,105.015,16.01,16.1,104.97,105.06
VN_16.05_105.11,16.055,105.105,16.01,16.1,105.06,105.15
VN_16.05_105.19,16.055,105.195,16.01,16.1,105.15,105.24
VN_16.05_105.28,16.055,105.285,16.01,16.1,105.24,105.33
VN_16.05_105.38,16.055,105.375,16.01,16.1,105.33,105.42
VN_16.05_105.47,16.055,105.465,16.01,16.1,105.42,105.51
VN_16.05_105.56,16.055,105.555,16.01,16.1,105.51,105.6
VN_16.05_105.64,16.055,105.645,16.01,16.1,105.6,105.69
VN_16.05_105.73,16.055,105.735,16.01,16.1,105.69,105.78
VN_16.05_105.83,16.055,105.825,16.01,16.1,105.78,105.87
VN_16.05_105.92,16.055,105.915,16.01,16.1,105.87,105.96
VN_16.05_106.00,16.055,106.005,16.01,16.1,105.96,106.05
VN_16.05_106.09,16.055,106.095,16.01,16.1,106.05,106.14
VN_16.05_106.19,16.055,106.185,16.01,16.1,106.14,106.23
VN_16.05_106.28,16.055,106.275,16.01,16.1,106.23,106.32
VN_16.05_106.36,16.055,106.365,16.01,16.1,106.32,106.41
VN_16.05_106.45,16.055,106.455,16.01,16.1,106.41,106.5
VN_16.05_106.55,16.055,106.545,16.01,16.1,106.5,106.59
VN_16.05_106.64,16.055,106.635,16.01,16.1,106.59,106.68
VN_16.05_106.72,16.055,106.725,16.01,16.1,106.68,106.77
VN_16.05_106.81,16.055,106.815,16.01,16.1,106.77,106.86
VN_16.05_106.91,16.055,106.905,16.01,16.1,106.86,106.95
VN_16.05_107.00,16.055,106.995,16.01,16.1,106.95,107.04
VN_16.05_107.08,16.055,107.085,16.01,16.1,107.04,107.13
VN_16.05_107.17,16.055,107.175,16.01,16.1,107.13,107.22
VN_16.05_107.27,16.055,107.265,16.01,16.1,107.22,107.31
VN_16.05_107.36,16.055,107.355,16.01,16.1,107.31,107.4
VN_16.05_107.44,16.055,107.445,16.01,16.1,107.4,107.49
VN_16.05_107.53,16.055,107.535,16.01,16.1,107.49,107.58
VN_16.05_107.62,16.055,107.625,16.01,16.1,107.58,107.67
VN_16.05_107.72,16.055,107.715,16.01,16.1,107.67,107.76
VN_16.05_107.81,16.055,107.805,16.01,16.1,107.76,107.85
VN_16.05_107.89,16.055,107.895,16.01,16.1,107.85,107.94
VN_16.05_107.98,16.055,107.985,16.01,16.1,107.94,108.03
VN_16.05_108.08,16.055,108.075,16.01,16.1,108.03,108.12
VN_16.05_108.17,16.055,108.165,16.01,16.1,108.12,108.21
VN_16.05_108.25,16.055,108.255,16.01,16.1,108.21,108.3
VN_16.05_108.34,16.055,108.345,16.01,16.1,108.3,108.39
VN_16.05_108.44,16.055,108.435,16.01,16.1,108.39,108.48
VN_16.05_108.53,16.055,108.525,16.01,16.1,108.48,108.57
VN_16.05_108.61,16.055,108.615,16.01,16.1,108.57,108.66
VN_16.05_108.70,16.055,108.705,16.01,16.1,108.66,108.75
VN_16.05_108.80,16.055,108.795,16.01,16.1,108.75,108.84
VN_16.05_108.89,16.055,108.885,16.01,16.1,108.84,108.93
VN_16.05_108.97,16.055,108.975,16.01,16.1,108.93,109.02
VN_16.05_109.06,16.055,109.065,16.01,16.1,109.02,109.11
VN_16.05_109.16,16.055,109.155,16.01,16.1,109.11,109.2
VN_16.05_109.25,16.055,109.245,16.01,16.1,109.2,109.29
VN_16.05_109.33,16.055,109.335,16.01,16.1,109.29,109.38
VN_16.05_109.42,16.055,109.425,16.01,16.1,109.38,109.47
VN_16.05_109.52,16.055,109.515,16.01,16.1,109.47,109.56
VN_16.05_109.61,16.055,109.605,16.01,16.1,109.56,109.65
VN_16.05_109.69,16.055,109.695,16.01,16.1,109.65,109.74
VN_16.05_109.78,16.055,109.785,16.01,16.1,109.74,109.83
VN_16.05_109.88,16.055,109.875,16.01,16.1,109.83,109.92
VN_16.05_109.97,16.055,109.965,16.01,16.1,109.92,110.01
VN_16.14_102.05,16.145,102.045,16.1,16.19,102.0,102.09
VN_16.14_102.14,16.145,102.135,16.1,16.19,102.09,102.18
VN_16.14_102.22,16.145,102.225,16.1,16.19,102.18,102.27
VN_16.14_102.31,16.145,102.315,16.1,16.19,102.27,102.36
VN_16.14_102.41,16.145,102.405,16.1,16.19,102.36,102.45
VN_16.14_102.50,16.145,102.495,16.1,16.19,102.45,102.54
VN_16.14_102.58,16.145,102.585,16.1,16.19,102.54,102.63
VN_16.14_102.67,16.145,102.675,16.1,16.19,102.63,102.72
VN_16.14_102.77,16.145,102.765,16.1,16.19,102.72,102.81
VN_16.14_102.86,16.145,102.855,16.1,16.19,102.81,102.9
VN_16.14_102.94,16.145,102.945,16.1,16.19,102.9,102.99
VN_16.14_103.03,16.145,103.035,16.1,16.19,102.99,103.08
VN_16.14_103.12,16.145,103.125,16.1,16.19,103.08,103.17
VN_16.14_103.22,16.145,103.215,16.1,16.19,103.17,103.26
VN_16.14_103.31,16.145,103.305,16.1,16.19,103.26,103.35
VN_16.14_103.39,16.145,103.395,16.1,16.19,103.35,103.44
VN_16.14_103.48,16.145,103.485,16.1,16.19,103.44,103.53
VN_16.14_103.58,16.145,103.575,16.1,16.19,103.53,103.62
VN_16.14_103.67,16.145,103.665,16.1,16.19,103.62,103.71
VN_16.14_103.75,16.145,103.755,16.1,16.19,103.71,103.8
VN_16.14_103.84,16.145,103.845,16.1,16.19,103.8,103.89
VN_16.14_103.94,16.145,103.935,16.1,16.19,103.89,103.98
VN_16.14_104.03,16.145,104.025,16.1,16.19,103.98,104.07
VN_16.14_104.11,16.145,104.115,16.1,16.19,104.07,104.16
VN_16.14_104.20,16.145,104.205,16.1,16.19,104.16,104.25
VN_16.14_104.30,16.145,104.295,16.1,16.19,104.25,104.34
VN_16.14_104.39,16.145,104.385,16.1,16.19,104.34,104.43
VN_16.14_104.47,16.145,104.475,16.1,16.19,104.43,104.52
VN_16.14_104.56,16.145,104.565,16.1,16.19,104.52,104.61
VN_16.14_104.66,16.145,104.655,16.1,16.19,104.61,104.7
VN_16.14_104.75,16.145,104.745,16.1,16.19,104.7,104.79
VN_16.14_104.83,16.145,104.835,16.1,16.19,104.79,104.88
VN_16.14_104.92,16.145,104.925,16.1,16.19,104.88,104.97
VN_16.14_105.02,16.145,105.015,16.1,16.19,104.97,105.06
VN_16.14_105.11,16.145,105.105,16.1,16.19,105.06,105.15
VN_16.14_105.19,16.145,105.195,16.1,16.19,105.15,105.24
VN_16.14_105.28,16.145,105.285,16.1,16.19,105.24,105.33
VN_16.14_105.38,16.145,105.375,16.1,16.19,105.33,105.42
VN_16.14_105.47,16.145,105.465,16.1,16.19,105.42,105.51
VN_16.14_105.56,16.145,105.555,16.1,16.19,105.51,105.6
VN_16.14_105.64,16.145,105.645,16.1,16.19,105.6,105.69
VN_16.14_105.73,16.145,105.735,16.1,16.19,105.69,105.78
VN_16.14_105.83,16.145,105.825,16.1,16.19,105.78,105.87
VN_16.14_105.92,16.145,105.915,16.1,16.19,105.87,105.96
VN_16.14_106.00,16.145,106.005,16.1,16.19,105.96,106.05
VN_16.14_106.09,16.145,106.095,16.1,16.19,106.05,106.14
VN_16.14_106.19,16.145,106.185,16.1,16.19,106.14,106.23
VN_16.14_106.28,16.145,106.275,16.1,16.19,106.23,106.32
VN_16.14_106.36,16.145,106.365,16.1,16.19,106.32,106.41
VN_16.14_106.45,16.145,106.455,16.1,16.19,106.41,106.5
VN_16.14_106.55,16.145,106.545,16.1,16.19,106.5,106.59
VN_16.14_106.64,16.145,106.635,16.1,16.19,106.59,106.68
VN_16.14_106.72,16.145,106.725,16.1,16.19,106.68,106.77
VN_16.14_106.81,16.145,106.815,16.1,16.19,106.77,106.86
VN_16.14_106.91,16.145,106.905,16.1,16.19,106.86,106.95
VN_16.14_107.00,16.145,106.995,16.1,16.19,106.95,107.04
VN_16.14_107.08,16.145,107.085,16.1,16.19,107.04,107.13
VN_16.14_107.17,16.145,107.175,16.1,16.19,107.13,107.22
VN_16.14_107.27,16.145,107.265,16.1,16.19,107.22,107.31
VN_16.14_107.36,16.145,107.355,16.1,16.19,107.31,107.4
VN_16.14_107.44,16.145,107.445,16.1,16.19,107.4,107.49
VN_16.14_107.53,16.145,107.535,16.1,16.19,107.49,107.58
VN_16.14_107.62,16.145,107.625,16.1,16.19,107.58,107.67
VN_16.14_107.72,16.145,107.715,16.1,16.19,107.67,107.76
VN_16.14_107.81,16.145,107.805,16.1,16.19,107.76,107.85
VN_16.14_107.89,16.145,107.895,16.1,16.19,107.85,107.94
VN_16.14_107.98,16.145,107.985,16.1,16.19,107.94,108.03
VN_16.14_108.08,16.145,108.075,16.1,16.19,108.03,108.12
VN_16.14_108.17,16.145,108.165,16.1,16.19,108.12,108.21
VN_16.14_108.25,16.145,108.255,16.1,16.19,108.21,108.3
VN_16.14_108.34,16.145,108.345,16.1,16.19,108.3,108.39
VN_16.14_108.44,16.145,108.435,16.1,16.19,108.39,108.48
VN_16.14_108.53,16.145,108.525,16.1,16.19,108.48,108.57
VN_16.14_108.61,16.145,108.615,16.1,16.19,108.57,108.66
VN_16.14_108.70,16.145,108.705,16.1,16.19,108.66,108.75
VN_16.14_108.80,16.145,108.795,16.1,16.19,108.75,108.84
VN_16.14_108.89,16.145,108.885,16.1,16.19,108.84,108.93
VN_16.14_108.97,16.145,108.975,16.1,16.19,108.93,109.02
VN_16.14_109.06,16.145,109.065,16.1,16.19,109.02,109.11
VN_16.14_109.16,16.145,109.155,16.1,16.19,109.11,109.2
VN_16.14_109.25,16.145,109.245,16.1,16.19,109.2,109.29
VN_16.14_109.33,16.145,109.335,16.1,16.19,109.29,109.38
VN_16.14_109.42,16.145,109.425,16.1,16.19,109.38,109.47
VN_16.14_109.52,16.145,109.515,16.1,16.19,109.47,109.56
VN_16.14_109.61,16.145,109.605,16.1,16.19,109.56,109.65
VN_16.14_109.69,16.145,109.695,16.1,16.19,109.65,109.74
VN_16.14_109.78,16.145,109.785,16.1,16.19,109.74,109.83
VN_16.14_109.88,16.145,109.875,16.1,16.19,109.83,109.92
VN_16.14_109.97,16.145,109.965,16.1,16.19,109.92,110.01
VN_16.23_102.05,16.235,102.045,16.19,16.28,102.0,102.09
VN_16.23_102.14,16.235,102.135,16.19,16.28,102.09,102.18
VN_16.23_102.22,16.235,102.225,16.19,16.28,102.18,102.27
VN_16.23_102.31,16.235,102.315,16.19,16.28,102.27,102.36
VN_16.23_102.41,16.235,102.405,16.19,16.28,102.36,102.45
VN_16.23_102.50,16.235,102.495,16.19,16.28,102.45,102.54
VN_16.23_102.58,16.235,102.585,16.19,16.28,102.54,102.63
VN_16.23_102.67,16.235,102.675,16.19,16.28,102.63,102.72
VN_16.23_102.77,16.235,102.765,16.19,16.28,102.72,102.81
VN_16.23_102.86,16.235,102.855,16.19,16.28,102.81,102.9
VN_16.23_102.94,16.235,102.945,16.19,16.28,102.9,102.99
VN_16.23_103.03,16.235,103.035,16.19,16.28,102.99,103.08
VN_16.23_103.12,16.235,103.125,16.19,16.28,103.08,103.17
VN_16.23_103.22,16.235,103.215,16.19,16.28,103.17,103.26
VN_16.23_103.31,16.235,103.305,16.19,16.28,103.26,103.35
VN_16.23_103.39,16.235,103.395,16.19,16.28,103.35,103.44
VN_16.23_103.48,16.235,103.485,16.19,16.28,103.44,103.53
VN_16.23_103.58,16.235,103.575,16.19,16.28,103.53,103.62
VN_16.23_103.67,16.235,103.665,16.19,16.28,103.62,103.71
VN_16.23_103.75,16.235,103.755,16.19,16.28,103.71,103.8
VN_16.23_103.84,16.235,103.845,16.19,16.28,103.8,103.89
VN_16.23_103.94,16.235,103.935,16.19,16.28,103.89,103.98
VN_16.23_104.03,16.235,104.025,16.19,16.28,103.98,104.07
VN_16.23_104.11,16.235,104.115,16.19,16.28,104.07,104.16
VN_16.23_104.20,16.235,104.205,16.19,16.28,104.16,104.25
VN_16.23_104.30,16.235,104.295,16.19,16.28,104.25,104.34
VN_16.23_104.39,16.235,104.385,16.19,16.28,104.34,104.43
VN_16.23_104.47,16.235,104.475,16.19,16.28,104.43,104.52
VN_16.23_104.56,16.235,104.565,16.19,16.28,104.52,104.61
VN_16.23_104.66,16.235,104.655,16.19,16.28,104.61,104.7
VN_16.23_104.75,16.235,104.745,16.19,16.28,104.7,104.79
VN_16.23_104.83,16.235,104.835,16.19,16.28,104.79,104.88
VN_16.23_104.92,16.235,104.925,16.19,16.28,104.88,104.97
VN_16.23_105.02,16.235,105.015,16.19,16.28,104.97,105.06
VN_16.23_105.11,16.235,105.105,16.19,16.28,105.06,105.15
VN_16.23_105.19,16.235,105.195,16.19,16.28,105.15,105.24
VN_16.23_105.28,16.235,105.285,16.19,16.28,105.24,105.33
VN_16.23_105.38,16.235,105.375,16.19,16.28,105.33,105.42
VN_16.23_105.47,16.235,105.465,16.19,16.28,105.42,105.51
VN_16.23_105.56,16.235,105.555,16.19,16.28,105.51,105.6
VN_16.23_105.64,16.235,105.645,16.19,16.28,105.6,105.69
VN_16.23_105.73,16.235,105.735,16.19,16.28,105.69,105.78
VN_16.23_105.83,16.235,105.825,16.19,16.28,105.78,105.87
VN_16.23_105.92,16.235,105.915,16.19,16.28,105.87,105.96
VN_16.23_106.00,16.235,106.005,16.19,16.28,105.96,106.05
VN_16.23_106.09,16.235,106.095,16.19,16.28,106.05,106.14
VN_16.23_106.19,16.235,106.185,16.19,16.28,106.14,106.23
VN_16.23_106.28,16.235,106.275,16.19,16.28,106.23,106.32
VN_16.23_106.36,16.235,106.365,16.19,16.28,106.32,106.41
VN_16.23_106.45,16.235,106.455,16.19,16.28,106.41,106.5
VN_16.23_106.55,16.235,106.545,16.19,16.28,106.5,106.59
VN_16.23_106.64,16.235,106.635,16.19,16.28,106.59,106.68
VN_16.23_106.72,16.235,106.725,16.19,16.28,106.68,106.77
VN_16.23_106.81,16.235,106.815,16.19,16.28,106.77,106.86
VN_16.23_106.91,16.235,106.905,16.19,16.28,106.86,106.95
VN_16.23_107.00,16.235,106.995,16.19,16.28,106.95,107.04
VN_16.23_107.08,16.235,107.085,16.19,16.28,107.04,107.13
VN_16.23_107.17,16.235,107.175,16.19,16.28,107.13,107.22
VN_16.23_107.27,16.235,107.265,16.19,16.28,107.22,107.31
VN_16.23_107.36,16.235,107.355,16.19,16.28,107.31,107.4
VN_16.23_107.44,16.235,107.445,16.19,16.28,107.4,107.49
VN_16.23_107.53,16.235,107.535,16.19,16.28,107.49,107.58
VN_16.23_107.62,16.235,107.625,16.19,16.28,107.58,107.67
VN_16.23_107.72,16.235,107.715,16.19,16.28,107.67,107.76
VN_16.23_107.81,16.235,107.805,16.19,16.28,107.76,107.85
VN_16.23_107.89,16.235,107.895,16.19,16.28,107.85,107.94
VN_16.23_107.98,16.235,107.985,16.19,16.28,107.94,108.03
VN_16.23_108.08,16.235,108.075,16.19,16.28,108.03,108.12
VN_16.23_108.17,16.235,108.165,16.19,16.28,108.12,108.21
VN_16.23_108.25,16.235,108.255,16.19,16.28,108.21,108.3
VN_16.23_108.34,16.235,108.345,16.19,16.28,108.3,108.39
VN_16.23_108.44,16.235,108.435,16.19,16.28,108.39,108.48
VN_16.23_108.53,16.235,108.525,16.19,16.28,108.48,108.57
VN_16.23_108.61,16.235,108.615,16.19,16.28,108.57,108.66
VN_16.23_108.70,16.235,108.705,16.19,16.28,108.66,108.75
VN_16.23_108.80,16.235,108.795,16.19,16.28,108.75,108.84
VN_16.23_108.89,16.235,108.885,16.19,16.28,108.84,108.93
VN_16.23_108.97,16.235,108.975,16.19,16.28,108.93,109.02
VN_16.23_109.06,16.235,109.065,16.19,16.28,109.02,109.11
VN_16.23_109.16,16.235,109.155,16.19,16.28,109.11,109.2
VN_16.23_109.25,16.235,109.245,16.19,16.28,109.2,109.29
VN_16.23_109.33,16.235,109.335,16.19,16.28,109.29,109.38
VN_16.23_109.42,16.235,109.425,16.19,16.28,109.38,109.47
VN_16.23_109.52,16.235,109.515,16.19,16.28,109.47,109.56
VN_16.23_109.61,16.235,109.605,16.19,16.28,109.56,109.65
VN_16.23_109.69,16.235,109.695,16.19,16.28,109.65,109.74
VN_16.23_109.78,16.235,109.785,16.19,16.28,109.74,109.83
VN_16.23_109.88,16.235,109.875,16.19,16.28,109.83,109.92
VN_16.23_109.97,16.235,109.965,16.19,16.28,109.92,110.01
VN_16.32_102.05,16.325,102.045,16.28,16.37,102.0,102.09
VN_16.32_102.14,16.325,102.135,16.28,16.37,102.09,102.18
VN_16.32_102.22,16.325,102.225,16.28,16.37,102.18,102.27
VN_16.32_102.31,16.325,102.315,16.28,16.37,102.27,102.36
VN_16.32_102.41,16.325,102.405,16.28,16.37,102.36,102.45
VN_16.32_102.50,16.325,102.495,16.28,16.37,102.45,102.54
VN_16.32_102.58,16.325,102.585,16.28,16.37,102.54,102.63
VN_16.32_102.67,16.325,102.675,16.28,16.37,102.63,102.72
VN_16.32_102.77,16.325,102.765,16.28,16.37,102.72,102.81
VN_16.32_102.86,16.325,102.855,16.28,16.37,102.81,102.9
VN_16.32_102.94,16.325,102.945,16.28,16.37,102.9,102.99
VN_16.32_103.03,16.325,103.035,16.28,16.37,102.99,103.08
VN_16.32_103.12,16.325,103.125,16.28,16.37,103.08,103.17
VN_16.32_103.22,16.325,103.215,16.28,16.37,103.17,103.26
VN_16.32_103.31,16.325,103.305,16.28,16.37,103.26,103.35
VN_16.32_103.39,16.325,103.395,16.28,16.37,103.35,103.44
VN_16.32_103.48,16.325,103.485,16.28,16.37,103.44,103.53
VN_16.32_103.58,16.325,103.575,16.28,16.37,103.53,103.62
VN_16.32_103.67,16.325,103.665,16.28,16.37,103.62,103.71
VN_16.32_103.75,16.325,103.755,16.28,16.37,103.71,103.8
VN_16.32_103.84,16.325,103.845,16.28,16.37,103.8,103.89
VN_16.32_103.94,16.325,103.935,16.28,16.37,103.89,103.98
VN_16.32_104.03,16.325,104.025,16.28,16.37,103.98,104.07
VN_16.32_104.11,16.325,104.115,16.28,16.37,104.07,104.16
VN_16.32_104.20,16.325,104.205,16.28,16.37,104.16,104.25
VN_16.32_104.30,16.325,104.295,16.28,16.37,104.25,104.34
VN_16.32_104.39,16.325,104.385,16.28,16.37,104.34,104.43
VN_16.32_104.47,16.325,104.475,16.28,16.37,104.43,104.52
VN_16.32_104.56,16.325,104.565,16.28,16.37,104.52,104.61
VN_16.32_104.66,16.325,104.655,16.28,16.37,104.61,104.7
VN_16.32_104.75,16.325,104.745,16.28,16.37,104.7,104.79
VN_16.32_104.83,16.325,104.835,16.28,16.37,104.79,104.88
VN_16.32_104.92,16.325,104.925,16.28,16.37,104.88,104.97
VN_16.32_105.02,16.325,105.015,16.28,16.37,104.97,105.06
VN_16.32_105.11,16.325,105.105,16.28,16.37,105.06,105.15
VN_16.32_105.19,16.325,105.195,16.28,16.37,105.15,105.24
VN_16.32_105.28,16.325,105.285,16.28,16.37,105.24,105.33
VN_16.32_105.38,16.325,105.375,16.28,16.37,105.33,105.42
VN_16.32_105.47,16.325,105.465,16.28,16.37,105.42,105.51
VN_16.32_105.56,16.325,105.555,16.28,16.37,105.51,105.6
VN_16.32_105.64,16.325,105.645,16.28,16.37,105.6,105.69
VN_16.32_105.73,16.325,105.735,16.28,16.37,105.69,105.78
VN_16.32_105.83,16.325,105.825,16.28,16.37,105.78,105.87
VN_16.32_105.92,16.325,105.915,16.28,16.37,105.87,105.96
VN_16.32_106.00,16.325,106.005,16.28,16.37,105.96,106.05
VN_16.32_106.09,16.325,106.095,16.28,16.37,106.05,106.14
VN_16.32_106.19,16.325,106.185,16.28,16.37,106.14,106.23
VN_16.32_106.28,16.325,106.275,16.28,16.37,106.23,106.32
VN_16.32_106.36,16.325,106.365,16.28,16.37,106.32,106.41
VN_16.32_106.45,16.325,106.455,16.28,16.37,106.41,106.5
VN_16.32_106.55,16.325,106.545,16.28,16.37,106.5,106.59
VN_16.32_106.64,16.325,106.635,16.28,16.37,106.59,106.68
VN_16.32_106.72,16.325,106.725,16.28,16.37,106.68,106.77
VN_16.32_106.81,16.325,106.815,16.28,16.37,106.77,106.86
VN_16.32_106.91,16.325,106.905,16.28,16.37,106.86,106.95
VN_16.32_107.00,16.325,106.995,16.28,16.37,106.95,107.04
VN_16.32_107.08,16.325,107.085,16.28,16.37,107.04,107.13
VN_16.32_107.17,16.325,107.175,16.28,16.37,107.13,107.22
VN_16.32_107.27,16.325,107.265,16.28,16.37,107.22,107.31
VN_16.32_107.36,16.325,107.355,16.28,16.37,107.31,107.4
VN_16.32_107.44,16.325,107.445,16.28,16.37,107.4,107.49
VN_16.32_107.53,16.325,107.535,16.28,16.37,107.49,107.58
VN_16.32_107.62,16.325,107.625,16.28,16.37,107.58,107.67
VN_16.32_107.72,16.325,107.715,16.28,16.37,107.67,107.76
VN_16.32_107.81,16.325,107.805,16.28,16.37,107.76,107.85
VN_16.32_107.89,16.325,107.895,16.28,16.37,107.85,107.94
VN_16.32_107.98,16.325,107.985,16.28,16.37,107.94,108.03
VN_16.32_108.08,16.325,108.075,16.28,16.37,108.03,108.12
VN_16.32_108.17,16.325,108.165,16.28,16.37,108.12,108.21
VN_16.32_108.25,16.325,108.255,16.28,16.37,108.21,108.3
VN_16.32_108.34,16.325,108.345,16.28,16.37,108.3,108.39
VN_16.32_108.44,16.325,108.435,16.28,16.37,108.39,108.48
VN_16.32_108.53,16.325,108.525,16.28,16.37,108.48,108.57
VN_16.32_108.61,16.325,108.615,16.28,16.37,108.57,108.66
VN_16.32_108.70,16.325,108.705,16.28,16.37,108.66,108.75
VN_16.32_108.80,16.325,108.795,16.28,16.37,108.75,108.84
VN_16.32_108.89,16.325,108.885,16.28,16.37,108.84,108.93
VN_16.32_108.97,16.325,108.975,16.28,16.37,108.93,109.02
VN_16.32_109.06,16.325,109.065,16.28,16.37,109.02,109.11
VN_16.32_109.16,16.325,109.155,16.28,16.37,109.11,109.2
VN_16.32_109.25,16.325,109.245,16.28,16.37,109.2,109.29
VN_16.32_109.33,16.325,109.335,16.28,16.37,109.29,109.38
VN_16.32_109.42,16.325,109.425,16.28,16.37,109.38,109.47
VN_16.32_109.52,16.325,109.515,16.28,16.37,109.47,109.56
VN_16.32_109.61,16.325,109.605,16.28,16.37,109.56,109.65
VN_16.32_109.69,16.325,109.695,16.28,16.37,109.65,109.74
VN_16.32_109.78,16.325,109.785,16.28,16.37,109.74,109.83
