grid_id,center_lat,center_lon,min_lat,max_lat,min_lon,max_lon
VN_10.65_102.14,10.655,102.135,10.61,10.7,102.09,102.18
VN_10.65_102.22,10.655,102.225,10.61,10.7,102.18,102.27
VN_10.65_102.31,10.655,102.315,10.61,10.7,102.27,102.36
VN_10.65_102.41,10.655,102.405,10.61,10.7,102.36,102.45
VN_10.65_102.50,10.655,102.495,10.61,10.7,102.45,102.54
VN_10.65_102.58,10.655,102.585,10.61,10.7,102.54,102.63
VN_10.65_102.67,10.655,102.675,10.61,10.7,102.63,102.72
VN_10.65_102.77,10.655,102.765,10.61,10.7,102.72,102.81
VN_10.65_102.86,10.655,102.855,10.61,10.7,102.81,102.9
VN_10.65_102.94,10.655,102.945,10.61,10.7,102.9,102.99
VN_10.65_103.03,10.655,103.035,10.61,10.7,102.99,103.08
VN_10.65_103.12,10.655,103.125,10.61,10.7,103.08,103.17
VN_10.65_103.22,10.655,103.215,10.61,10.7,103.17,103.26
VN_10.65_103.31,10.655,103.305,10.61,10.7,103.26,103.35
VN_10.65_103.39,10.655,103.395,10.61,10.7,103.35,103.44
VN_10.65_103.48,10.655,103.485,10.61,10.7,103.44,103.53
VN_10.65_103.58,10.655,103.575,10.61,10.7,103.53,103.62
VN_10.65_103.67,10.655,103.665,10.61,10.7,103.62,103.71
VN_10.65_103.75,10.655,103.755,10.61,10.7,103.71,103.8
VN_10.65_103.84,10.655,103.845,10.61,10.7,103.8,103.89
VN_10.65_103.94,10.655,103.935,10.61,10.7,103.89,103.98
VN_10.65_104.03,10.655,104.025,10.61,10.7,103.98,104.07
VN_10.65_104.11,10.655,104.115,10.61,10.7,104.07,104.16
VN_10.65_104.20,10.655,104.205,10.61,10.7,104.16,104.25
VN_10.65_104.30,10.655,104.295,10.61,10.7,104.25,104.34
VN_10.65_104.39,10.655,104.385,10.61,10.7,104.34,104.43
VN_10.65_104.47,10.655,104.475,10.61,10.7,104.43,104.52
VN_10.65_104.56,10.655,104.565,10.61,10.7,104.52,104.61
VN_10.65_104.66,10.655,104.655,10.61,10.7,104.61,104.7
VN_10.65_104.75,10.655,104.745,10.61,10.7,104.7,104.79
VN_10.65_104.83,10.655,104.835,10.61,10.7,104.79,104.88
VN_10.65_104.92,10.655,104.925,10.61,10.7,104.88,104.97
VN_10.65_105.02,10.655,105.015,10.61,10.7,104.97,105.06
VN_10.65_105.11,10.655,105.105,10.61,10.7,105.06,105.15
VN_10.65_105.19,10.655,105.195,10.61,10.7,105.15,105.24
VN_10.65_105.28,10.655,105.285,10.61,10.7,105.24,105.33
VN_10.65_105.38,10.655,105.375,10.61,10.7,105.33,105.42
VN_10.65_105.47,10.655,105.465,10.61,10.7,105.42,105.51
VN_10.65_105.56,10.655,105.555,10.61,10.7,105.51,105.6
VN_10.65_105.64,10.655,105.645,10.61,10.7,105.6,105.69
VN_10.65_105.73,10.655,105.735,10.61,10.7,105.69,105.78
VN_10.65_105.83,10.655,105.825,10.61,10.7,105.78,105.87
VN_10.65_105.92,10.655,105.915,10.61,10.7,105.87,105.96
VN_10.65_106.00,10.655,106.005,10.61,10.7,105.96,106.05
VN_10.65_106.09,10.655,106.095,10.61,10.7,106.05,106.14
VN_10.65_106.19,10.655,106.185,10.61,10.7,106.14,106.23
VN_10.65_106.28,10.655,106.275,10.61,10.7,106.23,106.32
VN_10.65_106.36,10.655,106.365,10.61,10.7,106.32,106.41
VN_10.65_106.45,10.655,106.455,10.61,10.7,106.41,106.5
VN_10.65_106.55,10.655,106.545,10.61,10.7,106.5,106.59
VN_10.65_106.64,10.655,106.635,10.61,10.7,106.59,106.68
VN_10.65_106.72,10.655,106.725,10.61,10.7,106.68,106.77
VN_10.65_106.81,10.655,106.815,10.61,10.7,106.77,106.86
VN_10.65_106.91,10.655,106.905,10.61,10.7,106.86,106.95
VN_10.65_107.00,10.655,106.995,10.61,10.7,106.95,107.04
VN_10.65_107.08,10.655,107.085,10.61,10.7,107.04,107.13
VN_10.65_107.17,10.655,107.175,10.61,10.7,107.13,107.22
VN_10.65_107.27,10.655,107.265,10.61,10.7,107.22,107.31
VN_10.65_107.36,10.655,107.355,10.61,10.7,107.31,107.4
VN_10.65_107.44,10.655,107.445,10.61,10.7,107.4,107.49
VN_10.65_107.53,10.655,107.535,10.61,10.7,107.49,107.58
VN_10.65_107.62,10.655,107.625,10.61,10.7,107.58,107.67
VN_10.65_107.72,10.655,107.715,10.61,10.7,107.67,107.76
VN_10.65_107.81,10.655,107.805,10.61,10.7,107.76,107.85
VN_10.65_107.89,10.655,107.895,10.61,10.7,107.85,107.94
VN_10.65_107.98,10.655,107.985,10.61,10.7,107.94,108.03
VN_10.65_108.08,10.655,108.075,10.61,10.7,108.03,108.12
VN_10.65_108.17,10.655,108.165,10.61,10.7,108.12,108.21
VN_10.65_108.25,10.655,108.255,10.61,10.7,108.21,108.3
VN_10.65_108.34,10.655,108.345,10.61,10.7,108.3,108.39
VN_10.65_108.44,10.655,108.435,10.61,10.7,108.39,108.48
VN_10.65_108.53,10.655,108.525,10.61,10.7,108.48,108.57
VN_10.65_108.61,10.655,108.615,10.61,10.7,108.57,108.66
VN_10.65_108.70,10.655,108.705,10.61,10.7,108.66,108.75
VN_10.65_108.80,10.655,108.795,10.61,10.7,108.75,108.84
VN_10.65_108.89,10.655,108.885,10.61,10.7,108.84,108.93
VN_10.65_108.97,10.655,108.975,10.61,10.7,108.93,109.02
VN_10.65_109.06,10.655,109.065,10.61,10.7,109.02,109.11
VN_10.65_109.16,10.655,109.155,10.61,10.7,109.11,109.2
VN_10.65_109.25,10.655,109.245,10.61,10.7,109.2,109.29
VN_10.65_109.33,10.655,109.335,10.61,10.7,109.29,109.38
VN_10.65_109.42,10.655,109.425,10.61,10.7,109.38,109.47
VN_10.65_109.52,10.655,109.515,10.61,10.7,109.47,109.56
VN_10.65_109.61,10.655,109.605,10.61,10.7,109.56,109.65
VN_10.65_109.69,10.655,109.695,10.61,10.7,109.65,109.74
VN_10.65_109.78,10.655,109.785,10.61,10.7,109.74,109.83
VN_10.65_109.88,10.655,109.875,10.61,10.7,109.83,109.92
VN_10.65_109.97,10.655,109.965,10.61,10.7,109.92,110.01
VN_10.74_102.05,10.745,102.045,10.7,10.79,102.0,102.09
VN_10.74_102.14,10.745,102.135,10.7,10.79,102.09,102.18
VN_10.74_102.22,10.745,102.225,10.7,10.79,102.18,102.27
VN_10.74_102.31,10.745,102.315,10.7,10.79,102.27,102.36
VN_10.74_102.41,10.745,102.405,10.7,10.79,102.36,102.45
VN_10.74_102.50,10.745,102.495,10.7,10.79,102.45,102.54
VN_10.74_102.58,10.745,102.585,10.7,10.79,102.54,102.63
VN_10.74_102.67,10.745,102.675,10.7,10.79,102.63,102.72
VN_10.74_102.77,10.745,102.765,10.7,10.79,102.72,102.81
VN_10.74_102.86,10.745,102.855,10.7,10.79,102.81,102.9
VN_10.74_102.94,10.745,102.945,10.7,10.79,102.9,102.99
VN_10.74_103.03,10.745,103.035,10.7,10.79,102.99,103.08
VN_10.74_103.12,10.745,103.125,10.7,10.79,103.08,103.17
VN_10.74_103.22,10.745,103.215,10.7,10.79,103.17,103.26
VN_10.74_103.31,10.745,103.305,10.7,10.79,103.26,103.35
VN_10.74_103.39,10.745,103.395,10.7,10.79,103.35,103.44
VN_10.74_103.48,10.745,103.485,10.7,10.79,103.44,103.53
VN_10.74_103.58,10.745,103.575,10.7,10.79,103.53,103.62
VN_10.74_103.67,10.745,103.665,10.7,10.79,103.62,103.71
VN_10.74_103.75,10.745,103.755,10.7,10.79,103.71,103.8
VN_10.74_103.84,10.745,103.845,10.7,10.79,103.8,103.89
VN_10.74_103.94,10.745,103.935,10.7,10.79,103.89,103.98
VN_10.74_104.03,10.745,104.025,10.7,10.79,103.98,104.07
VN_10.74_104.11,10.745,104.115,10.7,10.79,104.07,104.16
VN_10.74_104.20,10.745,104.205,10.7,10.79,104.16,104.25
VN_10.74_104.30,10.745,104.295,10.7,10.79,104.25,104.34
VN_10.74_104.39,10.745,104.385,10.7,10.79,104.34,104.43
VN_10.74_104.47,10.745,104.475,10.7,10.79,104.43,104.52
VN_10.74_104.56,10.745,104.565,10.7,10.79,104.52,104.61
VN_10.74_104.66,10.745,104.655,10.7,10.79,104.61,104.7
VN_10.74_104.75,10.745,104.745,10.7,10.79,104.7,104.79
VN_10.74_104.83,10.745,104.835,10.7,10.79,104.79,104.88
VN_10.74_104.92,10.745,104.925,10.7,10.79,104.88,104.97
VN_10.74_105.02,10.745,105.015,10.7,10.79,104.97,105.06
VN_10.74_105.11,10.745,105.105,10.7,10.79,105.06,105.15
VN_10.74_105.19,10.745,105.195,10.7,10.79,105.15,105.24
VN_10.74_105.28,10.745,105.285,10.7,10.79,105.24,105.33
VN_10.74_105.38,10.745,105.375,10.7,10.79,105.33,105.42
VN_10.74_105.47,10.745,105.465,10.7,10.79,105.42,105.51
VN_10.74_105.56,10.745,105.555,10.7,10.79,105.51,105.6
VN_10.74_105.64,10.745,105.645,10.7,10.79,105.6,105.69
VN_10.74_105.73,10.745,105.735,10.7,10.79,105.69,105.78
VN_10.74_105.83,10.745,105.825,10.7,10.79,105.78,105.87
VN_10.74_105.92,10.745,105.915,10.7,10.79,105.87,105.96
VN_10.74_106.00,10.745,106.005,10.7,10.79,105.96,106.05
VN_10.74_106.09,10.745,106.095,10.7,10.79,106.05,106.14
VN_10.74_106.19,10.745,106.185,10.7,10.79,106.14,106.23
VN_10.74_106.28,10.745,106.275,10.7,10.79,106.23,106.32
VN_10.74_106.36,10.745,106.365,10.7,10.79,106.32,106.41
VN_10.74_106.45,10.745,106.455,10.7,10.79,106.41,106.5
VN_10.74_106.55,10.745,106.545,10.7,10.79,106.5,106.59
VN_10.74_106.64,10.745,106.635,10.7,10.79,106.59,106.68
VN_10.74_106.72,10.745,106.725,10.7,10.79,106.68,106.77
VN_10.74_106.81,10.745,106.815,10.7,10.79,106.77,106.86
VN_10.74_106.91,10.745,106.905,10.7,10.79,106.86,106.95
VN_10.74_107.00,10.745,106.995,10.7,10.79,106.95,107.04
VN_10.74_107.08,10.745,107.085,10.7,10.79,107.04,107.13
VN_10.74_107.17,10.745,107.175,10.7,10.79,107.13,107.22
VN_10.74_107.27,10.745,107.265,10.7,10.79,107.22,107.31
VN_10.74_107.36,10.745,107.355,10.7,10.79,107.31,107.4
VN_10.74_107.44,10.745,107.445,10.7,10.79,107.4,107.49
VN_10.74_107.53,10.745,107.535,10.7,10.79,107.49,107.58
VN_10.74_107.62,10.745,107.625,10.7,10.79,107.58,107.67
VN_10.74_107.72,10.745,107.715,10.7,10.79,107.67,107.76
VN_10.74_107.81,10.745,107.805,10.7,10.79,107.76,107.85
VN_10.74_107.89,10.745,107.895,10.7,10.79,107.85,107.94
VN_10.74_107.98,10.745,107.985,10.7,10.79,107.94,108.03
VN_10.74_108.08,10.745,108.075,10.7,10.79,108.03,108.12
VN_10.74_108.17,10.745,108.165,10.7,10.79,108.12,108.21
VN_10.74_108.25,10.745,108.255,10.7,10.79,108.21,108.3
VN_10.74_108.34,10.745,108.345,10.7,10.79,108.3,108.39
VN_10.74_108.44,10.745,108.435,10.7,10.79,108.39,108.48
VN_10.74_108.53,10.745,108.525,10.7,10.79,108.48,108.57
VN_10.74_108.61,10.745,108.615,10.7,10.79,108.57,108.66
VN_10.74_108.70,10.745,108.705,10.7,10.79,108.66,108.75
VN_10.74_108.80,10.745,108.795,10.7,10.79,108.75,108.84
VN_10.74_108.89,10.745,108.885,10.7,10.79,108.84,108.93
VN_10.74_108.97,10.745,108.975,10.7,10.79,108.93,109.02
VN_10.74_109.06,10.745,109.065,10.7,10.79,109.02,109.11
VN_10.74_109.16,10.745,109.155,10.7,10.79,109.11,109.2
VN_10.74_109.25,10.745,109.245,10.7,10.79,109.2,109.29
VN_10.74_109.33,10.745,109.335,10.7,10.79,109.29,109.38
VN_10.74_109.42,10.745,109.425,10.7,10.79,109.38,109.47
VN_10.74_109.52,10.745,109.515,10.7,10.79,109.47,109.56
VN_10.74_109.61,10.745,109.605,10.7,10.79,109.56,109.65
VN_10.74_109.69,10.745,109.695,10.7,10.79,109.65,109.74
VN_10.74_109.78,10.745,109.785,10.7,10.79,109.74,109.83
VN_10.74_109.88,10.745,109.875,10.7,10.79,109.83,109.92
VN_10.74_109.97,10.745,109.965,10.7,10.79,109.92,110.01
VN_10.84_102.05,10.835,102.045,10.79,10.88,102.0,102.09
VN_10.84_102.14,10.835,102.135,10.79,10.88,102.09,102.18
VN_10.84_102.22,10.835,102.225,10.79,10.88,102.18,102.27
VN_10.84_102.31,10.835,102.315,10.79,10.88,102.27,102.36
VN_10.84_102.41,10.835,102.405,10.79,10.88,102.36,102.45
VN_10.84_102.50,10.835,102.495,10.79,10.88,102.45,102.54
VN_10.84_102.58,10.835,102.585,10.79,10.88,102.54,102.63
VN_10.84_102.67,10.835,102.675,10.79,10.88,102.63,102.72
VN_10.84_102.77,10.835,102.765,10.79,10.88,102.72,102.81
VN_10.84_102.86,10.835,102.855,10.79,10.88,102.81,102.9
VN_10.84_102.94,10.835,102.945,10.79,10.88,102.9,102.99
VN_10.84_103.03,10.835,103.035,10.79,10.88,102.99,103.08
VN_10.84_103.12,10.835,103.125,10.79,10.88,103.08,103.17
VN_10.84_103.22,10.835,103.215,10.79,10.88,103.17,103.26
VN_10.84_103.31,10.835,103.305,10.79,10.88,103.26,103.35
VN_10.84_103.39,10.835,103.395,10.79,10.88,103.35,103.44
VN_10.84_103.48,10.835,103.485,10.79,10.88,103.44,103.53
VN_10.84_103.58,10.835,103.575,10.79,10.88,103.53,103.62
VN_10.84_103.67,10.835,103.665,10.79,10.88,103.62,103.71
VN_10.84_103.75,10.835,103.755,10.79,10.88,103.71,103.8
VN_10.84_103.84,10.835,103.845,10.79,10.88,103.8,103.89
VN_10.84_103.94,10.835,103.935,10.79,10.88,103.89,103.98
VN_10.84_104.03,10.835,104.025,10.79,10.88,103.98,104.07
VN_10.84_104.11,10.835,104.115,10.79,10.88,104.07,104.16
VN_10.84_104.20,10.835,104.205,10.79,10.88,104.16,104.25
VN_10.84_104.30,10.835,104.295,10.79,10.88,104.25,104.34
VN_10.84_104.39,10.835,104.385,10.79,10.88,104.34,104.43
VN_10.84_104.47,10.835,104.475,10.79,10.88,104.43,104.52
VN_10.84_104.56,10.835,104.565,10.79,10.88,104.52,104.61
VN_10.84_104.66,10.835,104.655,10.79,10.88,104.61,104.7
VN_10.84_104.75,10.835,104.745,10.79,10.88,104.7,104.79
VN_10.84_104.83,10.835,104.835,10.79,10.88,104.79,104.88
VN_10.84_104.92,10.835,104.925,10.79,10.88,104.88,104.97
VN_10.84_105.02,10.835,105.015,10.79,10.88,104.97,105.06
VN_10.84_105.11,10.835,105.105,10.79,10.88,105.06,105.15
VN_10.84_105.19,10.835,105.195,10.79,10.88,105.15,105.24
VN_10.84_105.28,10.835,105.285,10.79,10.88,105.24,105.33
VN_10.84_105.38,10.835,105.375,10.79,10.88,105.33,105.42
VN_10.84_105.47,10.835,105.465,10.79,10.88,105.42,105.51
VN_10.84_105.56,10.835,105.555,10.79,10.88,105.51,105.6
VN_10.84_105.64,10.835,105.645,10.79,10.88,105.6,105.69
VN_10.84_105.73,10.835,105.735,10.79,10.88,105.69,105.78
VN_10.84_105.83,10.835,105.825,10.79,10.88,105.78,105.87
VN_10.84_105.92,10.835,105.915,10.79,10.88,105.87,105.96
VN_10.84_106.00,10.835,106.005,10.79,10.88,105.96,106.05
VN_10.84_106.09,10.835,106.095,10.79,10.88,106.05,106.14
VN_10.84_106.19,10.835,106.185,10.79,10.88,106.14,106.23
VN_10.84_106.28,10.835,106.275,10.79,10.88,106.23,106.32
VN_10.84_106.36,10.835,106.365,10.79,10.88,106.32,106.41
VN_10.84_106.45,10.835,106.455,10.79,10.88,106.41,106.5
VN_10.84_106.55,10.835,106.545,10.79,10.88,106.5,106.59
VN_10.84_106.64,10.835,106.635,10.79,10.88,106.59,106.68
VN_10.84_106.72,10.835,106.725,10.79,10.88,106.68,106.77
VN_10.84_106.81,10.835,106.815,10.79,10.88,106.77,106.86
VN_10.84_106.91,10.835,106.905,10.79,10.88,106.86,106.95
VN_10.84_107.00,10.835,106.995,10.79,10.88,106.95,107.04
VN_10.84_107.08,10.835,107.085,10.79,10.88,107.04,107.13
VN_10.84_107.17,10.835,107.175,10.79,10.88,107.13,107.22
VN_10.84_107.27,10.835,107.265,10.79,10.88,107.22,107.31
VN_10.84_107.36,10.835,107.355,10.79,10.88,107.31,107.4
VN_10.84_107.44,10.835,107.445,10.79,10.88,107.4,107.49
VN_10.84_107.53,10.835,107.535,10.79,10.88,107.49,107.58
VN_10.84_107.62,10.835,107.625,10.79,10.88,107.58,107.67
VN_10.84_107.72,10.835,107.715,10.79,10.88,107.67,107.76
VN_10.84_107.81,10.835,107.805,10.79,10.88,107.76,107.85
VN_10.84_107.89,10.835,107.895,10.79,10.88,107.85,107.94
VN_10.84_107.98,10.835,107.985,10.79,10.88,107.94,108.03
VN_10.84_108.08,10.835,108.075,10.79,10.88,108.03,108.12
VN_10.84_108.17,10.835,108.165,10.79,10.88,108.12,108.21
VN_10.84_108.25,10.835,108.255,10.79,10.88,108.21,108.3
VN_10.84_108.34,10.835,108.345,10.79,10.88,108.3,108.39
VN_10.84_108.44,10.835,108.435,10.79,10.88,108.39,108.48
VN_10.84_108.53,10.835,108.525,10.79,10.88,108.48,108.57
VN_10.84_108.61,10.835,108.615,10.79,10.88,108.57,108.66
VN_10.84_108.70,10.835,108.705,10.79,10.88,108.66,108.75
VN_10.84_108.80,10.835,108.795,10.79,10.88,108.75,108.84
VN_10.84_108.89,10.835,108.885,10.79,10.88,108.84,108.93
VN_10.84_108.97,10.835,108.975,10.79,10.88,108.93,109.02
VN_10.84_109.06,10.835,109.065,10.79,10.88,109.02,109.11
VN_10.84_109.16,10.835,109.155,10.79,10.88,109.11,109.2
VN_10.84_109.25,10.835,109.245,10.79,10.88,109.2,109.29
VN_10.84_109.33,10.835,109.335,10.79,10.88,109.29,109.38
VN_10.84_109.42,10.835,109.425,10.79,10.88,109.38,109.47
VN_10.84_109.52,10.835,109.515,10.79,10.88,109.47,109.56
VN_10.84_109.61,10.835,109.605,10.79,10.88,109.56,109.65
VN_10.84_109.69,10.835,109.695,10.79,10.88,109.65,109.74
VN_10.84_109.78,10.835,109.785,10.79,10.88,109.74,109.83
VN_10.84_109.88,10.835,109.875,10.79,10.88,109.83,109.92
VN_10.84_109.97,10.835,109.965,10.79,10.88,109.92,110.01
VN_10.93_102.05,10.925,102.045,10.88,10.97,102.0,102.09
VN_10.93_102.14,10.925,102.135,10.88,10.97,102.09,102.18
VN_10.93_102.22,10.925,102.225,10.88,10.97,102.18,102.27
VN_10.93_102.31,10.925,102.315,10.88,10.97,102.27,102.36
VN_10.93_102.41,10.925,102.405,10.88,10.97,102.36,102.45
VN_10.93_102.50,10.925,102.495,10.88,10.97,102.45,102.54
VN_10.93_102.58,10.925,102.585,10.88,10.97,102.54,102.63
VN_10.93_102.67,10.925,102.675,10.88,10.97,102.63,102.72
VN_10.93_102.77,10.925,102.765,10.88,10.97,102.72,102.81
VN_10.93_102.86,10.925,102.855,10.88,10.97,102.81,102.9
VN_10.93_102.94,10.925,102.945,10.88,10.97,102.9,102.99
VN_10.93_103.03,10.925,103.035,10.88,10.97,102.99,103.08
VN_10.93_103.12,10.925,103.125,10.88,10.97,103.08,103.17
VN_10.93_103.22,10.925,103.215,10.88,10.97,103.17,103.26
VN_10.93_103.31,10.925,103.305,10.88,10.97,103.26,103.35
VN_10.93_103.39,10.925,103.395,10.88,10.97,103.35,103.44
VN_10.93_103.48,10.925,103.485,10.88,10.97,103.44,103.53
VN_10.93_103.58,10.925,103.575,10.88,10.97,103.53,103.62
VN_10.93_103.67,10.925,103.665,10.88,10.97,103.62,103.71
VN_10.93_103.75,10.925,103.755,10.88,10.97,103.71,103.8
VN_10.93_103.84,10.925,103.845,10.88,10.97,103.8,103.89
VN_10.93_103.94,10.925,103.935,10.88,10.97,103.89,103.98
VN_10.93_104.03,10.925,104.025,10.88,10.97,103.98,104.07
VN_10.93_104.11,10.925,104.115,10.88,10.97,104.07,104.16
VN_10.93_104.20,10.925,104.205,10.88,10.97,104.16,104.25
VN_10.93_104.30,10.925,104.295,10.88,10.97,104.25,104.34
VN_10.93_104.39,10.925,104.385,10.88,10.97,104.34,104.43
VN_10.93_104.47,10.925,104.475,10.88,10.97,104.43,104.52
VN_10.93_104.56,10.925,104.565,10.88,10.97,104.52,104.61
VN_10.93_104.66,10.925,104.655,10.88,10.97,104.61,104.7
VN_10.93_104.75,10.925,104.745,10.88,10.97,104.7,104.79
VN_10.93_104.83,10.925,104.835,10.88,10.97,104.79,104.88
VN_10.93_104.92,10.925,104.925,10.88,10.97,104.88,104.97
VN_10.93_105.02,10.925,105.015,10.88,10.97,104.97,105.06
VN_10.93_105.11,10.925,105.105,10.88,10.97,105.06,105.15
VN_10.93_105.19,10.925,105.195,10.88,10.97,105.15,105.24
VN_10.93_105.28,10.925,105.285,10.88,10.97,105.24,105.33
VN_10.93_105.38,10.925,105.375,10.88,10.97,105.33,105.42
VN_10.93_105.47,10.925,105.465,10.88,10.97,105.42,105.51
VN_10.93_105.56,10.925,105.555,10.88,10.97,105.51,105.6
VN_10.93_105.64,10.925,105.645,10.88,10.97,105.6,105.69
VN_10.93_105.73,10.925,105.735,10.88,10.97,105.69,105.78
VN_10.93_105.83,10.925,105.825,10.88,10.97,105.78,105.87
VN_10.93_105.92,10.925,105.915,10.88,10.97,105.87,105.96
VN_10.93_106.00,10.925,106.005,10.88,10.97,105.96,106.05
VN_10.93_106.09,10.925,106.095,10.88,10.97,106.05,106.14
VN_10.93_106.19,10.925,106.185,10.88,10.97,106.14,106.23
VN_10.93_106.28,10.925,106.275,10.88,10.97,106.23,106.32
VN_10.93_106.36,10.925,106.365,10.88,10.97,106.32,106.41
VN_10.93_106.45,10.925,106.455,10.88,10.97,106.41,106.5
VN_10.93_106.55,10.925,106.545,10.88,10.97,106.5,106.59
VN_10.93_106.64,10.925,106.635,10.88,10.97,106.59,106.68
VN_10.93_106.72,10.925,106.725,10.88,10.97,106.68,106.77
VN_10.93_106.81,10.925,106.815,10.88,10.97,106.77,106.86
VN_10.93_106.91,10.925,106.905,10.88,10.97,106.86,106.95
VN_10.93_107.00,10.925,106.995,10.88,10.97,106.95,107.04
VN_10.93_107.08,10.925,107.085,10.88,10.97,107.04,107.13
VN_10.93_107.17,10.925,107.175,10.88,10.97,107.13,107.22
VN_10.93_107.27,10.925,107.265,10.88,10.97,107.22,107.31
VN_10.93_107.36,10.925,107.355,10.88,10.97,107.31,107.4
VN_10.93_107.44,10.925,107.445,10.88,10.97,107.4,107.49
VN_10.93_107.53,10.925,107.535,10.88,10.97,107.49,107.58
VN_10.93_107.62,10.925,107.625,10.88,10.97,107.58,107.67
VN_10.93_107.72,10.925,107.715,10.88,10.97,107.67,107.76
VN_10.93_107.81,10.925,107.805,10.88,10.97,107.76,107.85
VN_10.93_107.89,10.925,107.895,10.88,10.97,107.85,107.94
VN_10.93_107.98,10.925,107.985,10.88,10.97,107.94,108.03
VN_10.93_108.08,10.925,108.075,10.88,10.97,108.03,108.12
VN_10.93_108.17,10.925,108.165,10.88,10.97,108.12,108.21
VN_10.93_108.25,10.925,108.255,10.88,10.97,108.21,108.3
VN_10.93_108.34,10.925,108.345,10.88,10.97,108.3,108.39
VN_10.93_108.44,10.925,108.435,10.88,10.97,108.39,108.48
VN_10.93_108.53,10.925,108.525,10.88,10.97,108.48,108.57
VN_10.93_108.61,10.925,108.615,10.88,10.97,108.57,108.66
VN_10.93_108.70,10.925,108.705,10.88,10.97,108.66,108.75
VN_10.93_108.80,10.925,108.795,10.88,10.97,108.75,108.84
VN_10.93_108.89,10.925,108.885,10.88,10.97,108.84,108.93
VN_10.93_108.97,10.925,108.975,10.88,10.97,108.93,109.02
VN_10.93_109.06,10.925,109.065,10.88,10.97,109.02,109.11
VN_10.93_109.16,10.925,109.155,10.88,10.97,109.11,109.2
VN_10.93_109.25,10.925,109.245,10.88,10.97,109.2,109.29
VN_10.93_109.33,10.925,109.335,10.88,10.97,109.29,109.38
VN_10.93_109.42,10.925,109.425,10.88,10.97,109.38,109.47
VN_10.93_109.52,10.925,109.515,10.88,10.97,109.47,109.56
VN_10.93_109.61,10.925,109.605,10.88,10.97,109.56,109.65
VN_10.93_109.69,10.925,109.695,10.88,10.97,109.65,109.74
VN_10.93_109.78,10.925,109.785,10.88,10.97,109.74,109.83
VN_10.93_109.88,10.925,109.875,10.88,10.97,109.83,109.92
VN_10.93_109.97,10.925,109.965,10.88,10.97,109.92,110.01
VN_11.02_102.05,11.015,102.045,10.97,11.06,102.0,102.09
VN_11.02_102.14,11.015,102.135,10.97,11.06,102.09,102.18
VN_11.02_102.22,11.015,102.225,10.97,11.06,102.18,102.27
VN_11.02_102.31,11.015,102.315,10.97,11.06,102.27,102.36
VN_11.02_102.41,11.015,102.405,10.97,11.06,102.36,102.45
VN_11.02_102.50,11.015,102.495,10.97,11.06,102.45,102.54
VN_11.02_102.58,11.015,102.585,10.97,11.06,102.54,102.63
VN_11.02_102.67,11.015,102.675,10.97,11.06,102.63,102.72
VN_11.02_102.77,11.015,102.765,10.97,11.06,102.72,102.81
VN_11.02_102.86,11.015,102.855,10.97,11.06,102.81,102.9
VN_11.02_102.94,11.015,102.945,10.97,11.06,102.9,102.99
VN_11.02_103.03,11.015,103.035,10.97,11.06,102.99,103.08
VN_11.02_103.12,11.015,103.125,10.97,11.06,103.08,103.17
VN_11.02_103.22,11.015,103.215,10.97,11.06,103.17,103.26
VN_11.02_103.31,11.015,103.305,10.97,11.06,103.26,103.35
VN_11.02_103.39,11.015,103.395,10.97,11.06,103.35,103.44
VN_11.02_103.48,11.015,103.485,10.97,11.06,103.44,103.53
VN_11.02_103.58,11.015,103.575,10.97,11.06,103.53,103.62
VN_11.02_103.67,11.015,103.665,10.97,11.06,103.62,103.71
VN_11.02_103.75,11.015,103.755,10.97,11.06,103.71,103.8
VN_11.02_103.84,11.015,103.845,10.97,11.06,103.8,103.89
VN_11.02_103.94,11.015,103.935,10.97,11.06,103.89,103.98
VN_11.02_104.03,11.015,104.025,10.97,11.06,103.98,104.07
VN_11.02_104.11,11.015,104.115,10.97,11.06,104.07,104.16
VN_11.02_104.20,11.015,104.205,10.97,11.06,104.16,104.25
VN_11.02_104.30,11.015,104.295,10.97,11.06,104.25,104.34
VN_11.02_104.39,11.015,104.385,10.97,11.06,104.34,104.43
VN_11.02_104.47,11.015,104.475,10.97,11.06,104.43,104.52
VN_11.02_104.56,11.015,104.565,10.97,11.06,104.52,104.61
VN_11.02_104.66,11.015,104.655,10.97,11.06,104.61,104.7
VN_11.02_104.75,11.015,104.745,10.97,11.06,104.7,104.79
VN_11.02_104.83,11.015,104.835,10.97,11.06,104.79,104.88
VN_11.02_104.92,11.015,104.925,10.97,11.06,104.88,104.97
VN_11.02_105.02,11.015,105.015,10.97,11.06,104.97,105.06
VN_11.02_105.11,11.015,105.105,10.97,11.06,105.06,105.15
VN_11.02_105.19,11.015,105.195,10.97,11.06,105.15,105.24
VN_11.02_105.28,11.015,105.285,10.97,11.06,105.24,105.33
VN_11.02_105.38,11.015,105.375,10.97,11.06,105.33,105.42
VN_11.02_105.47,11.015,105.465,10.97,11.06,105.42,105.51
VN_11.02_105.56,11.015,105.555,10.97,11.06,105.51,105.6
VN_11.02_105.64,11.015,105.645,10.97,11.06,105.6,105.69
VN_11.02_105.73,11.015,105.735,10.97,11.06,105.69,105.78
VN_11.02_105.83,11.015,105.825,10.97,11.06,105.78,105.87
VN_11.02_105.92,11.015,105.915,10.97,11.06,105.87,105.96
